Time,FrontalAxis,VerticalAxis,LateralAxis,Gender,SensorId,signal,Phase,Frequence,Activity
479.5,0.30721,0.26182,-1.0172,0,2,-50.5,2.1552,923.25,3
479.58,0.41273000000000004,0.19292,-0.9829399999999999,0,3,-60.5,1.7257,925.25,3
480.0,0.18995,0.2733,-1.0628,0,2,-47.5,3.8319,920.25,3
480.1,0.1665,0.26182,-1.0628,0,3,-61.0,1.4557,925.75,3
480.58,0.23685,0.28478000000000003,-1.04,0,2,-52.5,1.4419,924.75,3
480.75,0.18995,0.29627,-1.0514,0,2,-50.0,2.3623,922.75,3
481.0,0.54171,0.12402,-0.9259299999999999,0,2,-51.5,1.8853,923.75,3
481.25,0.29548,0.25033,-0.99434,0,2,-48.5,0.029146,921.25,3
481.4,0.18995,0.26182,-1.0628,0,2,-48.0,3.5051,920.75,3
481.5,0.22513000000000002,0.26182,-1.0628,0,2,-49.0,2.8777,921.75,3
481.85,0.2603,0.2733,-1.0628,0,3,-59.5,0.17640999999999998,922.25,3
482.0,0.37756,0.19292,-0.9829399999999999,0,3,-60.0,5.8874,923.25,3
482.75,0.17823,0.28478000000000003,-1.0514,0,3,-60.0,2.2043,924.25,3
483.08,0.20168,0.28478000000000003,-1.0514,0,2,-50.0,2.3363,922.75,3
483.25,0.18995,0.2733,-1.0628,0,2,-50.0,2.3424,922.75,3
483.5,0.35411,0.2044,-0.99434,0,2,-51.5,1.8408,923.75,3
483.58,0.18995,0.2733,-1.0628,0,2,-48.5,0.03835,921.25,3
483.75,0.15478,0.25033,-1.0742,0,2,-48.0,3.5266,920.75,3
484.08,0.18995,0.26182,-1.0514,0,2,-48.5,6.119,921.75,3
484.5,0.17823,0.26182,-1.0628,0,3,-59.5,5.9518,923.25,3
484.75,0.42446000000000006,0.19292,-0.97154,0,2,-47.5,3.8825,920.25,3
485.25,0.35411,0.22737,-1.0172,0,2,-51.5,1.7334,924.25,3
485.33,0.27203,0.2733,-1.04,0,2,-52.5,1.511,924.75,3
485.58,0.28376,0.2733,-1.04,0,2,-50.5,2.3930000000000002,922.75,3
486.0,0.40101,0.19292,-0.97154,0,2,-48.5,0.092039,921.25,3
486.08,0.17823,0.23885,-1.0514,0,2,-48.5,0.11198,921.25,3
486.38,0.20168,0.28478000000000003,-1.04,0,2,-49.0,2.9345,921.75,3
486.58,0.2134,0.2733,-1.0514,0,2,-49.0,6.0792,921.75,3
486.75,0.20168,0.2733,-1.0514,0,2,-50.5,2.1506,923.25,3
487.0,0.2134,0.26182,-1.0742,0,3,-60.5,1.7257,925.25,3
487.25,0.23685,0.28478000000000003,-1.04,0,2,-47.5,3.8396,920.25,3
487.5,0.20168,0.28478000000000003,-1.0514,0,3,-61.5,1.4680000000000002,925.75,3
488.0,0.18995,0.28478000000000003,-1.0514,0,2,-50.0,2.3884,922.75,3
488.08,0.1665,0.2733,-1.0514,0,2,-50.0,2.3623,922.75,3
488.33,0.47136000000000006,0.16995,-0.94873,0,2,-51.5,1.8776,923.75,3
488.38,0.2134,0.28478000000000003,-1.0628,0,2,-48.5,0.033748,921.25,3
488.65,0.20168,0.26182,-1.0742,0,2,-48.0,3.4775,920.75,3
488.83,0.17823,0.25033,-1.0628,0,2,-49.0,2.8532,921.75,3
489.15,0.1665,0.25033,-1.0742,0,3,-59.5,0.13806,922.25,3
489.55,0.22513000000000002,0.25033,-1.04,0,2,-47.5,3.8242,920.25,3
489.75,0.1665,0.2733,-1.0742,0,2,-47.5,3.8365,920.25,3
490.08,0.29548,0.25033,-1.0286,0,2,-52.0,1.6475,924.25,3
490.25,0.15478,0.2733,-1.0742,0,3,-60.5,5.0775,924.75,3
490.5,0.41273000000000004,0.18143,-0.97154,0,2,-50.5,2.3623,922.75,3
491.0,0.36583000000000004,0.18143,-1.0057,0,2,-48.5,0.016874,921.25,3
491.08,0.20168,0.2733,-1.0742,0,2,-48.0,0.35281999999999997,920.75,3
491.25,0.17823,0.26182,-1.0628,0,2,-49.0,2.9238,921.75,3
491.4,0.18995,0.26182,-1.0628,0,3,-59.0,0.45558999999999994,921.75,3
491.75,0.35411,0.23885,-1.0172,0,2,-50.5,2.1307,923.25,3
492.0,0.37756,0.2044,-0.99434,0,2,-47.5,3.8227,920.25,3
492.08,0.17823,0.28478000000000003,-1.0514,0,2,-47.5,3.8396,920.25,3
492.5,0.18995,0.26182,-1.0514,0,3,-60.0,5.372000000000001,924.25,3
492.83,0.54171,0.1355,-0.9373299999999999,0,2,-50.0,2.3746,922.75,3
493.08,0.24858000000000002,0.2733,-1.0628,0,2,-51.0,1.9497,923.75,3
493.25,0.33066,0.25033,-1.0057,0,2,-48.0,0.11812,921.25,3
493.33,0.18995,0.25033,-1.0742,0,2,-48.0,0.13499,921.25,3
493.75,0.20168,0.25033,-1.0742,0,2,-49.0,6.1344,921.75,3
494.0,0.41273000000000004,0.19292,-0.99434,0,2,-49.5,2.7089999999999996,922.25,3
494.5,0.2134,0.26182,-1.04,0,2,-47.5,3.8948,920.25,3
494.58,0.2603,0.28478000000000003,-1.0856,0,2,-47.5,3.8748,920.25,3
495.0,0.2134,0.26182,-1.0628,0,2,-52.0,1.7395,924.25,3
495.08,0.20168,0.26182,-1.04,0,3,-60.0,5.3643,924.25,3
495.25,0.18995,0.28478000000000003,-1.04,0,2,-50.0,2.4053,922.75,3
495.6,0.48308999999999996,0.14698,-0.96014,0,3,-59.5,5.6481,923.75,3
495.88,0.31893,0.22737,-1.0172,0,2,-48.0,3.5358,920.75,3
496.33,0.18995,0.26182,-1.0742,0,2,-49.0,6.0792,921.75,3
496.38,0.30721,0.23885,-1.0172,0,2,-49.5,2.6477,922.25,3
496.5,0.36583000000000004,0.25033,-1.0286,0,2,-49.5,2.6369,922.25,3
496.58,0.2603,0.26182,-1.0514,0,2,-50.5,2.1246,923.25,3
497.0,0.23685,0.2733,-1.04,0,2,-47.5,3.7889,920.25,3
497.5,0.20168,0.28478000000000003,-1.04,0,3,-60.5,5.0913,924.75,3
498.0,0.18995,0.28478000000000003,-1.0514,0,2,-51.5,1.8868,923.75,3
498.4,0.23685,0.2733,-1.0286,0,2,-48.0,3.4852,920.75,3
498.5,0.20168,0.26182,-1.0628,0,2,-49.5,2.8716,921.75,3
498.88,0.22513000000000002,0.28478000000000003,-1.04,0,2,-49.5,2.6108,922.25,3
498.9,0.2134,0.2733,-1.0514,0,2,-51.0,2.1046,923.25,3
499.33,0.45963999999999994,0.18143,-0.97154,0,2,-47.5,3.8196,920.25,3
499.5,0.18995,0.28478000000000003,-1.0514,0,3,-61.0,1.4742,925.75,3
499.75,0.5534399999999999,0.12402,-0.9259299999999999,0,3,-59.5,2.2381,924.25,3
500.0,0.20168,0.26182,-1.0628,0,2,-50.0,2.3654,922.75,3
500.25,0.36583000000000004,0.2044,-0.9829399999999999,0,2,-50.0,2.37,922.75,3
500.63,0.31893,0.23885,-1.0172,0,2,-48.5,3.2045,921.25,3
500.75,0.22513000000000002,0.28478000000000003,-1.0742,0,2,-48.5,0.064427,921.25,3
500.83,0.20168,0.25033,-1.0856,0,2,-48.0,3.5128,920.75,3
500.93,0.18995,0.26182,-1.0514,0,2,-48.0,3.5128,920.75,3
501.0,0.23685,0.28478000000000003,-1.04,0,2,-49.5,2.8885,921.75,3
501.35,0.27203,0.2733,-1.04,0,3,-60.0,5.8368,923.25,3
502.0,0.29548,0.15847,-1.04,0,2,-49.0,3.6877,920.25,3
502.25,0.36583000000000004,0.18143,-0.97154,0,3,-61.0,5.3244,924.25,3
502.83,0.50654,0.18143,-0.9373299999999999,0,3,-60.0,5.6711,923.75,3
503.13,0.34238,0.22737,-0.99434,0,2,-50.0,6.2663,921.25,3
503.33,0.15478,0.31923,-1.0628,0,2,-48.5,3.4622,920.75,3
503.58,0.17823,0.29627,-1.0628,0,2,-49.5,2.8992,921.75,3
503.83,0.37756,0.25033,-0.97154,0,3,-60.0,5.8966,923.25,3
504.33,0.48308999999999996,0.21588000000000002,-0.9259299999999999,0,2,-48.0,3.7782,920.25,3
505.0,0.2603,0.30775,-1.0286,0,2,-51.0,2.3853,922.75,3
505.5,0.36583000000000004,0.22737,-0.94873,0,3,-59.5,0.7317100000000001,921.25,3
505.85,0.23685,0.28478000000000003,-1.0286,0,2,-49.0,0.32981,920.75,3
506.08,0.24858000000000002,0.30775,-1.097,0,2,-51.5,2.4912,922.25,3
506.58,0.29548,0.19292,-0.9829399999999999,0,2,-50.0,3.4192,920.25,3
506.75,0.10787000000000001,0.33071999999999996,-1.0628,0,3,-59.5,0.9434,920.25,3
507.58,0.49481,0.14698,-0.9259299999999999,0,3,-60.5,6.0715,922.75,3
507.83,0.40101,0.15847,-0.97154,0,2,-49.0,0.016874,921.25,3
508.08,0.22513000000000002,0.26182,-1.0172,0,2,-49.0,3.4177,920.75,3
508.33,0.1665,0.28478000000000003,-1.0628,0,2,-48.5,3.4499,920.75,3
508.35,0.47136000000000006,0.18143,-0.94873,0,2,-49.5,6.0485,921.75,3
509.0,0.2603,0.2733,-1.04,0,3,-61.0,1.7487,925.25,3
509.25,0.62379,0.14698,-0.9259299999999999,0,2,-48.0,3.8043,920.25,3
509.58,0.1665,0.30775,-1.0856,0,2,-52.5,1.6904,924.25,3
509.75,0.18995,0.2733,-1.04,0,3,-61.0,5.1189,924.75,3
510.0,0.42446000000000006,0.21588000000000002,-0.9373299999999999,0,2,-51.0,2.3731,922.75,3
510.38,0.29548,0.2733,-1.04,0,2,-49.5,0.0061359,921.25,3
510.58,0.1665,0.29627,-1.0628,0,2,-48.5,0.30526,920.75,3
510.83,0.2603,0.29627,-1.04,0,2,-49.5,2.8609,921.75,3
511.25,0.17823,0.29627,-1.04,0,2,-52.0,2.0923,923.25,3
511.6,0.18995,0.31923,-1.0514,0,2,-48.5,3.7153,920.25,3
511.75,0.1665,0.29627,-1.0628,0,3,-61.0,5.329,924.25,3
512.25,0.22513000000000002,0.29627,-1.04,0,3,-60.5,1.9681,924.75,3
512.58,0.37756,0.23885,-0.99434,0,3,-60.0,5.6312,923.75,3
512.75,0.23685,0.29627,-1.04,0,2,-49.0,0.029146,921.25,3
513.0,0.2603,0.30775,-1.04,0,2,-48.5,3.4622,920.75,3
513.08,0.20168,0.30775,-1.0514,0,2,-48.5,3.4683,920.75,3
513.33,0.18995,0.29627,-1.0514,0,2,-50.0,2.5924,922.25,3
513.58,0.1665,0.29627,-1.0514,0,2,-51.0,2.0893,923.25,3
514.0,0.29548,0.29627,-1.0172,0,2,-48.0,3.7552,920.25,3
514.13,0.18995,0.30775,-1.0628,0,3,-61.5,1.4711,925.75,3
514.83,0.50654,0.16995,-0.9373299999999999,0,3,-59.5,6.2234,922.75,3
515.0,0.36583000000000004,0.23885,-0.9829399999999999,0,3,-60.0,5.6466,923.75,3
515.33,0.17823,0.30775,-1.0514,0,2,-49.0,3.1707,921.25,3
515.58,0.23685,0.30775,-1.0286,0,2,-48.5,3.4653,920.75,3
515.6,0.60034,0.14698,-0.9145200000000001,0,2,-49.5,2.8578,921.75,3
515.75,0.30721,0.28478000000000003,-1.0286,0,2,-50.0,2.5924,922.25,3
516.0,0.38928,0.22737,-0.9829399999999999,0,2,-50.0,2.574,922.25,3
516.5,0.35411,0.25033,-0.99434,0,2,-48.0,3.7184,920.25,3
516.63,0.22513000000000002,0.31923,-1.0742,0,3,-62.0,1.4435,925.75,3
517.25,0.20168,0.30775,-1.04,0,2,-51.0,2.3117,922.75,3
517.38,0.17823,0.30775,-1.0514,0,3,-60.0,5.6052,923.75,3
517.75,0.2134,0.31923,-1.04,0,2,-49.5,6.2341,921.25,3
517.88,0.18995,0.31923,-1.04,0,2,-48.5,3.4116,920.75,3
518.25,0.40101,0.23885,-0.96014,0,2,-50.0,2.5802,922.25,3
518.75,0.22513000000000002,0.30775,-1.0514,0,2,-48.0,3.7736,920.25,3
519.25,0.37756,0.22737,-0.9829399999999999,0,2,-53.0,1.6782,924.25,3
519.58,0.18995,0.29627,-1.0628,0,3,-59.5,6.1804,922.75,3
520.13,0.43618999999999997,0.21588000000000002,-0.94873,0,2,-49.0,0.0076698999999999995,921.25,3
520.33,0.2603,0.29627,-1.0172,0,2,-48.5,3.4423,920.75,3
520.5,0.20168,0.29627,-1.0514,0,2,-50.0,2.8455,921.75,3
520.83,0.27203,0.28478000000000003,-1.04,0,3,-60.0,5.8721,923.25,3
521.33,0.20168,0.29627,-1.0628,0,2,-47.5,3.8089,920.25,3
521.38,0.1665,0.28478000000000003,-1.0628,0,2,-47.5,3.7981,920.25,3
522.35,0.2603,0.30775,-1.0514,0,2,-52.5,1.8715,923.75,3
522.5,0.18995,0.29627,-1.0628,0,2,-49.5,6.2817,921.25,3
522.83,0.28376,0.2733,-1.0514,0,2,-48.5,3.4622,920.75,3
522.88,0.31893,0.25033,-1.04,0,2,-49.5,2.8655,921.75,3
523.25,0.27203,0.29627,-1.04,0,2,-51.0,2.1016,923.25,3
523.5,0.20168,0.29627,-1.0628,0,3,-61.0,1.7089,925.25,3
523.75,0.24858000000000002,0.29627,-1.0172,0,2,-47.5,3.7767,920.25,3
523.83,0.18995,0.28478000000000003,-1.0514,0,3,-58.5,1.2257,920.25,3
524.25,0.2603,0.29627,-1.04,0,3,-61.0,5.0637,924.75,3
524.75,0.30721,0.28478000000000003,-1.0172,0,3,-60.0,5.5975,923.75,3
525.08,0.42446000000000006,0.21588000000000002,-0.96014,0,2,-49.5,0.0061359,921.25,3
525.15,0.20168,0.2733,-1.0514,0,2,-48.5,3.5082,920.75,3
525.38,0.1665,0.26182,-1.0856,0,2,-49.5,2.9498,921.75,3
525.58,0.18995,0.26182,-1.0628,0,3,-59.5,0.27458,922.25,3
526.1,0.45963999999999994,0.16995,-0.96014,0,2,-47.5,3.8656,920.25,3
526.25,0.1665,0.26182,-1.0742,0,2,-47.5,3.8365,920.25,3
526.6,0.18995,0.25033,-1.0742,0,2,-52.5,1.6858,924.25,3
527.0,0.49481,0.15847,-0.9373299999999999,0,2,-50.5,2.3577,922.75,3
527.33,0.2134,0.25033,-1.0628,0,2,-51.5,1.9175,923.75,3
527.35,0.20168,0.2733,-1.0628,0,2,-48.5,0.087437,921.25,3
527.5,0.2134,0.26182,-1.0514,0,2,-48.5,0.09664099999999999,921.25,3
527.58,0.20168,0.25033,-1.0742,0,2,-47.5,3.5389,920.75,3
527.63,0.18995,0.26182,-1.0742,0,2,-48.0,3.542,920.75,3
527.83,0.20168,0.26182,-1.0514,0,2,-49.0,2.9422,921.75,3
527.88,0.17823,0.25033,-1.0742,0,2,-49.5,2.6707,922.25,3
528.13,0.29548,0.25033,-1.0172,0,3,-59.5,5.8905,923.25,3
528.25,0.49481,0.15847,-0.94873,0,3,-60.5,1.7119,925.25,3
528.75,0.18995,0.26182,-1.0742,0,2,-47.5,3.8672,920.25,3
529.0,0.30721,0.22737,-1.0057,0,3,-60.0,2.235,924.25,3
529.25,0.43618999999999997,0.18143,-0.96014,0,2,-52.5,1.4909999999999999,924.75,3
529.33,0.17823,0.26182,-1.0628,0,2,-50.0,2.3853,922.75,3
529.58,0.37756,0.21588000000000002,-0.99434,0,3,-60.0,5.6052,923.75,3
529.83,0.17823,0.28478000000000003,-1.0628,0,2,-48.5,0.041417,921.25,3
530.33,0.18995,0.28478000000000003,-1.0628,0,2,-49.5,6.0055,921.75,3
530.38,0.20168,0.28478000000000003,-1.0856,0,2,-50.0,2.5802,922.25,3
530.75,0.2603,0.25033,-1.0514,0,3,-60.0,5.8598,923.25,3
531.0,0.51826,0.15847,-0.9373299999999999,0,2,-47.5,3.8242,920.25,3
531.13,0.17823,0.2733,-1.0628,0,2,-53.5,1.1183,925.75,3
531.75,0.33066,0.21588000000000002,-1.0057,0,3,-60.5,1.9972,924.75,3
532.0,0.36583000000000004,0.21588000000000002,-1.0057,0,2,-50.5,2.3930000000000002,922.75,3
532.25,0.24858000000000002,0.2733,-1.04,0,2,-48.5,0.087437,921.25,3
532.35,0.1665,0.28478000000000003,-1.0628,0,2,-48.5,0.07976699999999999,921.25,3
532.5,0.17823,0.28478000000000003,-1.0628,0,2,-48.0,0.37583,920.75,3
532.83,0.18995,0.2733,-1.0628,0,2,-49.0,2.9192,921.75,3
533.0,0.31893,0.26182,-0.99434,0,2,-50.5,2.12,923.25,3
533.25,0.18995,0.29627,-1.0514,0,2,-53.0,1.2763,925.25,3
533.83,0.17823,0.30775,-1.0514,0,2,-52.0,1.6628,924.25,3
534.58,0.38928,0.21588000000000002,-0.97154,0,2,-48.5,0.036816,921.25,3
534.83,0.1665,0.2733,-1.0742,0,2,-48.5,0.041417,921.25,3
534.88,0.2134,0.2733,-1.0514,0,2,-48.0,3.4883,920.75,3
535.0,0.17823,0.28478000000000003,-1.0628,0,2,-49.0,2.9069,921.75,3
535.08,0.18995,0.28478000000000003,-1.0514,0,2,-49.0,2.8885,921.75,3
535.5,0.28376,0.2733,-1.04,0,2,-51.0,2.1169,923.25,3
535.58,0.23685,0.28478000000000003,-1.04,0,2,-51.0,2.097,923.25,3
536.0,0.20168,0.2733,-1.0628,0,2,-47.5,3.7966,920.25,3
536.5,0.18995,0.28478000000000003,-1.0628,0,2,-52.5,1.4987,924.75,3
536.75,0.33066,0.23885,-1.0057,0,2,-50.0,2.3915,922.75,3
537.25,0.34238,0.22737,-0.99434,0,2,-48.5,0.087437,921.25,3
537.33,0.17823,0.28478000000000003,-1.0628,0,2,-48.0,3.5481,920.75,3
537.5,0.20168,0.28478000000000003,-1.0628,0,2,-49.0,6.0868,921.75,3
537.6,0.18995,0.26182,-1.0628,0,2,-49.0,6.0638,921.75,3
537.83,0.29548,0.26182,-1.0286,0,2,-51.0,2.1384,923.25,3
538.05,0.18995,0.28478000000000003,-1.0514,0,3,-60.5,1.7227,925.25,3
539.0,0.56517,0.14698,-0.9145200000000001,0,3,-60.5,1.9696,924.75,3
539.25,0.34238,0.22737,-0.99434,0,2,-50.5,2.3286,922.75,3
539.6,0.35411,0.23885,-0.99434,0,2,-49.0,6.2663,921.25,3
540.0,0.18995,0.28478000000000003,-1.04,0,2,-49.5,2.8655,921.75,3
540.13,0.17823,0.29627,-1.04,0,2,-49.5,2.8685,921.75,3
540.25,0.36583000000000004,0.21588000000000002,-0.99434,0,2,-50.5,2.5571,922.25,3
540.75,0.33066,0.18143,-0.99434,0,3,-58.0,4.3749,920.25,3
541.5,0.44791000000000003,0.15847,-0.94873,0,3,-60.0,6.0884,922.75,3
542.13,0.20168,0.2733,-1.0628,0,2,-48.5,0.021476,921.25,3
542.25,0.17823,0.2733,-1.0628,0,2,-48.0,0.33748,920.75,3
542.38,0.1665,0.2733,-1.0514,0,2,-49.5,2.8885,921.75,3
542.75,0.18995,0.26182,-1.0742,0,3,-60.0,5.8844,923.25,3
543.0,0.33066,0.28478000000000003,-1.0057,0,3,-61.0,4.8397,925.25,3
543.5,0.34238,0.25033,-0.9829399999999999,0,3,-61.0,1.4557,925.75,3
544.0,0.43618999999999997,0.23885,-0.9829399999999999,0,2,-50.0,2.3347,922.75,3
544.38,0.35411,0.25033,-1.0057,0,2,-49.0,6.274,921.25,3
544.58,0.18995,0.28478000000000003,-1.0628,0,2,-48.5,0.26998,920.75,3
544.83,0.1665,0.2733,-1.0742,0,2,-49.5,5.9703,921.75,3
545.0,0.18995,0.2733,-1.0628,0,2,-50.0,2.5617,922.25,3
545.08,0.17823,0.2733,-1.0628,0,2,-50.0,2.5464,922.25,3
545.25,0.27203,0.28478000000000003,-1.04,0,2,-51.5,2.0540000000000003,923.25,3
545.58,0.44791000000000003,0.16995,-0.97154,0,3,-58.0,1.2563,920.25,3
545.75,0.15478,0.25033,-1.0514,0,3,-61.5,1.3744,925.75,3
546.5,0.2603,0.29627,-1.04,0,2,-51.0,2.2734,922.75,3
546.75,0.31893,0.23885,-1.0057,0,2,-49.5,6.207999999999999,921.25,3
547.1,0.17823,0.26182,-1.0514,0,2,-48.0,0.3114,920.75,3
547.35,0.18995,0.26182,-1.0628,0,2,-49.0,2.8992,921.75,3
547.5,0.17823,0.2733,-1.0856,0,2,-49.5,2.6477,922.25,3
547.75,0.38928,0.21588000000000002,-0.97154,0,3,-59.5,5.9135,923.25,3
548.25,0.18995,0.29627,-1.0514,0,2,-53.5,1.1167,925.75,3
548.6,0.54171,0.16995,-0.96014,0,3,-60.0,5.3751,924.25,3
549.0,0.43618999999999997,0.2044,-0.96014,0,2,-50.5,2.324,922.75,3
549.38,0.38928,0.22737,-0.9829399999999999,0,2,-48.5,0.0061359,921.25,3
549.5,0.31893,0.2733,-1.0057,0,2,-48.5,0.28685,920.75,3
549.6,0.18995,0.29627,-1.0628,0,2,-48.0,0.28531999999999996,920.75,3
549.83,0.20168,0.30775,-1.04,0,2,-49.0,5.9856,921.75,3
550.08,0.18995,0.29627,-1.0628,0,3,-59.5,5.8813,923.25,3
550.5,0.49481,0.19292,-0.9373299999999999,0,2,-47.5,3.7689999999999997,920.25,3
551.25,0.18995,0.29627,-1.04,0,2,-53.0,1.4251,924.75,3
551.38,0.20168,0.29627,-1.0514,0,2,-50.5,5.4533,922.75,3
551.75,0.38928,0.23885,-0.9829399999999999,0,2,-48.5,6.2663,921.25,3
551.83,0.18995,0.30775,-1.0514,0,2,-48.0,3.4269,920.75,3
552.08,0.20168,0.28478000000000003,-1.0514,0,2,-49.5,2.821,921.75,3
552.3,0.28376,0.30775,-1.0172,0,3,-59.5,0.1534,922.25,3
552.5,0.37756,0.22737,-0.9829399999999999,0,2,-51.0,2.0893,923.25,3
553.0,0.2603,0.29627,-1.0286,0,2,-47.5,3.7843,920.25,3
553.5,0.20168,0.28478000000000003,-1.0628,0,3,-60.0,5.079,924.75,3
553.75,0.34238,0.2733,-1.0057,0,2,-50.0,2.3117,922.75,3
554.0,0.20168,0.28478000000000003,-1.0514,0,3,-59.5,5.6128,923.75,3
554.33,0.28376,0.29627,-1.0172,0,2,-48.0,0.32214,920.75,3
554.6,0.23685,0.29627,-1.0628,0,2,-48.0,3.4852,920.75,3
554.75,0.20168,0.2733,-1.0628,0,2,-49.5,2.6277,922.25,3
555.25,0.18995,0.28478000000000003,-1.0514,0,2,-48.0,3.7859,920.25,3
555.5,0.1665,0.28478000000000003,-1.0514,0,2,-47.5,3.8196,920.25,3
555.75,0.29548,0.23885,-1.0514,0,3,-60.0,2.2319,924.25,3
556.0,0.5534399999999999,0.15847,-0.9259299999999999,0,2,-50.0,2.3347,922.75,3
556.25,0.28376,0.2733,-1.0286,0,2,-50.5,2.3347,922.75,3
556.65,0.31893,0.26182,-1.0172,0,2,-48.5,0.003068,921.25,3
556.75,0.18995,0.29627,-1.0514,0,2,-48.0,0.28991999999999996,920.75,3
557.08,0.13132,0.26182,-1.0856,0,2,-49.0,5.9933,921.75,3
557.13,0.57689,0.14698,-0.9145200000000001,0,2,-49.5,2.5924,922.25,3
557.25,0.20168,0.28478000000000003,-1.0514,0,2,-49.5,2.5725,922.25,3
557.75,0.29548,0.2733,-1.0286,0,2,-47.5,3.8012,920.25,3
558.0,0.18995,0.2733,-1.0628,0,3,-61.0,1.4174,925.75,3
558.5,0.33066,0.26182,-1.0057,0,2,-50.0,2.3516,922.75,3
558.83,0.44791000000000003,0.19292,-0.96014,0,3,-59.5,5.5745,923.75,3
559.08,0.23685,0.28478000000000003,-1.0628,0,2,-48.5,3.2122,921.25,3
559.25,0.17823,0.28478000000000003,-1.0514,0,2,-47.5,3.5312,920.75,3
559.5,0.18995,0.26182,-1.0742,0,2,-48.5,2.9514,921.75,3
559.58,0.17823,0.2733,-1.04,0,2,-48.5,2.9391,921.75,3
559.75,0.20168,0.25033,-1.0856,0,2,-49.0,2.6507,922.25,3
559.83,0.17823,0.26182,-1.0628,0,2,-50.5,2.1399,923.25,3
560.25,0.33066,0.22737,-1.0057,0,2,-48.5,3.8564,920.25,3
560.33,0.23685,0.2733,-1.0742,0,2,-48.5,3.8595,920.25,3
560.38,0.20168,0.23885,-1.04,0,2,-48.5,3.8748,920.25,3
560.75,0.49481,0.1355,-0.94873,0,3,-61.5,5.4686,924.25,3
561.33,0.37756,0.25033,-0.99434,0,2,-50.0,0.044485000000000004,921.25,3
561.5,0.22513000000000002,0.2733,-1.04,0,2,-50.0,3.1891,921.25,3
561.83,0.38928,0.23885,-0.99434,0,2,-49.5,3.4622,920.75,3
562.0,0.29548,0.26182,-1.04,0,2,-51.0,2.5924,922.25,3
562.5,0.42446000000000006,0.21588000000000002,-0.97154,0,2,-49.0,3.7843,920.25,3
562.83,0.23685,0.26182,-1.0514,0,2,-49.0,3.7889,920.25,3
563.0,0.2603,0.2044,-1.04,0,3,-61.0,2.2319,924.25,3
563.5,0.52999,0.10105,-0.9373299999999999,0,2,-52.5,2.3194,922.75,3
563.83,0.27203,0.26182,-1.04,0,2,-50.0,0.0061359,921.25,3
564.13,0.36583000000000004,0.22737,-1.0057,0,2,-49.5,3.4377,920.75,3
564.75,0.23685,0.26182,-1.04,0,3,-60.5,5.9703,923.25,3
565.0,0.34238,0.23885,-1.0172,0,2,-49.0,3.7705,920.25,3
565.08,0.2134,0.2733,-1.04,0,2,-48.5,3.7537,920.25,3
565.85,0.20168,0.26182,-1.0286,0,2,-51.5,2.3347,922.75,3
566.25,0.36583000000000004,0.18143,-1.0286,0,2,-53.0,1.8837,923.75,3
566.5,0.23685,0.26182,-1.0286,0,2,-49.5,0.29759,920.75,3
566.58,0.2134,0.28478000000000003,-1.0514,0,2,-49.5,3.4530000000000003,920.75,3
566.83,0.29548,0.23885,-1.0514,0,3,-59.5,0.25771,922.25,3
567.58,0.60034,0.12402,-0.9145200000000001,0,2,-47.5,3.7506,920.25,3
567.83,0.2134,0.2733,-1.0628,0,2,-53.0,1.626,924.25,3
568.25,0.22513000000000002,0.29627,-1.0286,0,3,-60.0,6.1528,922.75,3
568.58,0.36583000000000004,0.21588000000000002,-0.9829399999999999,0,2,-52.5,1.8991,923.75,3
568.75,0.40101,0.21588000000000002,-0.9829399999999999,0,2,-49.5,0.003068,921.25,3
569.08,0.38928,0.2733,-1.0057,0,2,-49.0,3.4116,920.75,3
569.5,0.43618999999999997,0.21588000000000002,-0.97154,0,2,-50.5,2.5694,922.25,3
570.0,0.24858000000000002,0.28478000000000003,-1.0286,0,2,-48.5,3.7138,920.25,3
570.13,0.20168,0.2733,-1.0628,0,2,-48.5,3.7184,920.25,3
570.83,0.45963999999999994,0.18143,-0.96014,0,2,-51.0,2.2841,922.75,3
571.25,0.22513000000000002,0.2733,-1.04,0,2,-49.0,6.2464,921.25,3
571.4,0.20168,0.26182,-1.0628,0,2,-48.5,3.4162,920.75,3
571.58,0.30721,0.23885,-1.04,0,2,-50.5,2.8072,921.75,3
571.75,0.22513000000000002,0.26182,-1.0286,0,2,-51.0,2.5725,922.25,3
572.08,0.33066,0.25033,-1.0057,0,3,-60.0,5.8491,923.25,3
572.25,0.2603,0.2733,-1.04,0,2,-48.5,3.7337,920.25,3
573.08,0.23685,0.2733,-1.04,0,2,-51.0,2.3439,922.75,3
573.5,0.2134,0.28478000000000003,-1.0628,0,3,-60.0,5.5898,923.75,3
573.75,0.29548,0.2733,-1.0286,0,2,-49.0,3.4315,920.75,3
573.83,0.2134,0.26182,-1.0514,0,2,-49.0,3.4423,920.75,3
574.08,0.27203,0.28478000000000003,-1.0514,0,2,-50.0,5.9795,921.75,3
574.25,0.23685,0.2044,-1.0172,0,2,-51.0,2.5065,922.25,3
574.75,0.17823,0.23885,-1.097,0,3,-59.0,1.0385,920.25,3
575.5,0.34238,0.23885,-1.0172,0,3,-61.0,1.8377,924.75,3
575.83,0.35411,0.22737,-0.96014,0,3,-60.0,6.0255,922.75,3
576.0,0.31893,0.28478000000000003,-1.0286,0,2,-49.5,6.228,921.25,3
